Time,wtime,gpufbmem,gpumempct,gpusmpct,ngpus,pss,rss,swap,vmem,rchar,read_bytes,wchar,write_bytes,rx_bytes,rx_packets,tx_bytes,tx_packets,stime,utime,nprocs,nthreads,label,cpu_total,z_anomaly,iforest_anomaly,cusum_anomaly
1773100542,9,0,0,0,0,1253,3904,0,6368,6593,0,53,0,0,0,0,0,0,9,1,1,1,9,False,True,False
